Carrier Group,Call Sign,Registration,Model,Operation,Origination Airport,Destination Airport,Gate Assigned (Aerobahn),Gate,Runway Assigned (Aerobahn),Runway,First Fix,International or Domestic Indicator,Event Time,Flight Origination Date,Scheduled Off Block Time (Aerobahn),Actual Off Block Time (Aerobahn),Movement Area Entrance Time,Actual Take Off Time (Aerobahn),Actual Landing Time (Aerobahn),Movement Area Exit Time,Scheduled In Block Time (Aerobahn),Actual In Block Time (Aerobahn),Total Taxi Time
General Aviation,AAL373,N933AN,B738,Departure,EWR,MIA,Gate_34,Gate_34,22R,22R,ELVAE,,9/19/15 8:20,,9/19/15 8:05,9/19/15 8:04,9/19/15 8:10,9/19/15 8:20,9/19/15 10:51,,9/19/15 11:11,,0:15:23
United Airlines,UAL1249,N37456,B739,Departure,EWR,ORD,Gate_73,Gate_73,22R,22R,COATE,,9/19/15 8:21,,9/19/15 8:00,9/19/15 8:10,9/19/15 8:15,9/19/15 8:21,9/19/15 10:02,,9/19/15 10:31,9/19/15 10:05,0:10:48
General Aviation,AAL1729,N558UW,A321,Departure,EWR,CLT,,,22R,22R,BIGGY,,9/19/15 8:22,,9/19/15 8:10,,,9/19/15 8:22,9/19/15 9:45,,,,
United Airlines,UAL1420,N73259,B738,Departure,EWR,PBI,Gate_96,Gate_96,22R,22R,ELVAE,,9/19/15 8:26,,9/19/15 8:16,9/19/15 8:18,9/19/15 8:21,9/19/15 8:26,9/19/15 10:40,,9/19/15 11:10,9/19/15 10:45,0:07:58
United Airlines,ASQ6178,N15574,E145,Departure,EWR,BTV,Gate_20A,Gate_20A,22R,22R,GREKI,,9/19/15 8:27,,9/19/15 8:15,9/19/15 8:20,,9/19/15 8:27,9/19/15 9:11,,9/19/15 9:28,9/19/15 9:15,0:06:36
General Aviation,DAL2345,N930DL,MD88,Departure,EWR,MSP,Gate_44,Gate_44,22R,22R,GAYEL,Domestic,9/19/15 8:30,9/19/15,9/19/15 8:20,9/19/15 8:19,9/19/15 8:23,9/19/15 8:30,9/19/15 10:57,,9/19/15 11:08,,0:11:52
United Airlines,UCA4771,N368PH,DH8B,Departure,EWR,ROC,Gate_111,Gate_111,22R,22R,HAAYS,,9/19/15 8:31,,9/19/15 8:15,9/19/15 8:25,9/19/15 8:28,9/19/15 8:31,9/19/15 9:30,,9/19/15 9:40,9/19/15 9:37,0:06:17
United Airlines,ASQ5979,N26549,E145,Departure,EWR,CMH,Gate_27A,Gate_27A,22R,22R,ZIMMZ,,9/19/15 8:33,,9/19/15 8:21,9/19/15 8:23,9/19/15 8:23,9/19/15 8:33,9/19/15 9:49,,9/19/15 10:10,9/19/15 9:54,0:10:17
General Aviation,UPS208,N343UP,B763,Departure,EWR,SDF,,,22R,22R,PARKE,,9/19/15 8:35,,9/19/15 8:30,,,9/19/15 8:35,9/19/15 10:07,,,,
United Airlines,ASQ4243,N14905,E145,Departure,EWR,RDU,Gate_28,Gate_28,22R,22R,ELVAE,,9/19/15 8:36,,9/19/15 8:10,9/19/15 8:19,9/19/15 8:23,9/19/15 8:36,9/19/15 9:45,,9/19/15 9:46,9/19/15 9:52,0:16:35
United Airlines,UAL1763,N73860,B753,Departure,EWR,STL,Gate_83,Gate_83,22R,22R,ZIMMZ,,9/19/15 8:39,,9/19/15 8:30,9/19/15 8:28,9/19/15 8:34,9/19/15 8:39,9/19/15 10:39,,9/19/15 11:07,9/19/15 10:44,0:10:29
General Aviation,AAL1537,N875NN,B738,Departure,EWR,DFW,Gate_33,Gate_33,22R,22R,PARKE,,9/19/15 8:40,,9/19/15 8:30,9/19/15 8:30,9/19/15 8:34,9/19/15 8:40,,,9/19/15 12:28,,0:10:46
United Airlines,UAL1063,N76515,B738,Departure,EWR,MEX,Gate_82,Gate_82,22R,22R,BIGGY,,9/19/15 8:42,,9/19/15 8:30,9/19/15 8:29,9/19/15 8:33,9/19/15 8:42,9/19/15 12:54,,9/19/15 13:45,9/19/15 13:03,0:12:07
United Airlines,UAL1668,N77261,B738,Departure,EWR,SFO,Gate_98,Gate_98,22R,22R,GAYEL,,9/19/15 8:43,,9/19/15 8:30,9/19/15 8:31,9/19/15 8:35,9/19/15 8:43,9/19/15 14:38,,9/19/15 14:46,9/19/15 14:41,0:11:30
General Aviation,FDX3609,N109FE,B763,Departure,EWR,IND,,,22R,22R,ZIMMZ,,9/19/15 8:44,,9/19/15 8:40,,,9/19/15 8:44,9/19/15 10:12,,,,
United Airlines,ASQ5800,N11193,E45X,Departure,EWR,YYZ,Gate_25A,Gate_25A,22R,22R,GAYEL,,9/19/15 8:46,,9/19/15 7:29,9/19/15 8:32,9/19/15 8:35,9/19/15 8:46,9/19/15 9:47,,9/19/15 9:02,9/19/15 9:58,0:13:33
General Aviation,UCA851,N838CA,DH8C,Departure,EWR,BDL,,,22R,22R,BREZY,,9/19/15 8:47,,9/19/15 8:29,,,9/19/15 8:47,,,,,
General Aviation,JBU893,N547JB,A320,Departure,EWR,STI,Gate_17,,22R,22R,METTA045078,,9/19/15 8:49,,9/19/15 8:30,9/19/15 8:28,,9/19/15 8:49,,,9/19/15 12:12,,
General Aviation,UCA829,N363PH,DH8B,Departure,EWR,IAD,,,22R,22R,ELIOT,,9/19/15 8:50,,9/19/15 8:20,,,9/19/15 8:50,9/19/15 9:57,,,,
General Aviation,DAL2558,N894AT,B712,Departure,EWR,ATL,Gate_42,Gate_42,22R,22R,LANNA,Domestic,9/19/15 8:52,9/19/15,9/19/15 8:45,9/19/15 8:40,9/19/15 8:47,9/19/15 8:52,9/19/15 10:30,,9/19/15 11:10,,0:12:25
United Airlines,RPA4909,N188WQ,DHC-8-402,Departure,EWR,BOS,Gate_105,Gate_105,22R,22R,MERIT,,9/19/15 8:54,,9/19/15 8:22,9/19/15 8:44,9/19/15 8:47,9/19/15 8:54,9/19/15 9:38,,9/19/15 9:42,9/19/15 9:43,0:09:51
United Airlines,ASQ4413,N16178,E45X,Departure,EWR,SYR,Gate_21,Gate_21,22R,22R,NEION,,9/19/15 8:55,,9/19/15 8:40,9/19/15 8:46,9/19/15 8:48,9/19/15 8:55,9/19/15 9:30,,9/19/15 9:48,9/19/15 9:43,0:08:37
United Airlines,ASQ4160,N13992,E145,Departure,EWR,CVG,Gate_26,Gate_26,22R,22R,PARKE,,9/19/15 8:59,,9/19/15 8:46,9/19/15 8:48,9/19/15 8:51,9/19/15 8:59,9/19/15 10:27,,9/19/15 10:53,9/19/15 10:34,0:10:37
United Airlines,ASQ4327,N12136,E45X,Departure,EWR,MSY,Gate_27,Gate_27,22R,22R,LANNA,,9/19/15 9:00,,9/19/15 8:50,9/19/15 8:52,9/19/15 8:52,9/19/15 9:00,9/19/15 11:38,,9/19/15 12:06,9/19/15 11:47,0:08:25
General Aviation,JBU127,N652JB,A320,Departure,EWR,MCO,Gate_16,Gate_16,22R,22R,ELVAE,,9/19/15 9:01,,9/19/15 9:00,9/19/15 8:51,9/19/15 8:54,9/19/15 9:01,9/19/15 11:15,,9/19/15 11:44,,0:10:44
United Airlines,RPA3865,N34NG,DH8D,Departure,EWR,BUF,Gate_107,Gate_107,22R,22R,COATE,,9/19/15 9:02,,9/19/15 8:50,9/19/15 8:51,9/19/15 8:54,9/19/15 9:02,9/19/15 9:59,,9/19/15 10:18,9/19/15 10:02,0:11:12
United Airlines,UAL1414,N27213,B738,Departure,EWR,ANU,Gate_88,Gate_88,22R,22R,ELVAE,,9/19/15 9:04,,9/19/15 8:45,9/19/15 8:54,9/19/15 8:57,9/19/15 9:04,9/19/15 12:36,,9/19/15 13:10,9/19/15 12:40,0:10:17
United Airlines,TCF3477,N657RW,E170,Departure,EWR,IND,Gate_22,Gate_22,22R,22R,ZIMMZ,,9/19/15 9:05,,9/19/15 8:50,9/19/15 8:51,9/19/15 8:55,9/19/15 9:05,9/19/15 10:35,,9/19/15 11:01,9/19/15 10:42,0:13:48
United Airlines,UAL1514,N78448,B739,Departure,EWR,PUJ,Gate_102,Gate_102,22R,22R,ELVAE,,9/19/15 9:06,,9/19/15 8:54,9/19/15 8:50,9/19/15 8:56,9/19/15 9:06,9/19/15 12:38,,9/19/15 12:59,9/19/15 12:45,0:16:35
General Aviation,FDX698,N595FE,MD11,Departure,EWR,MEM,,,22R,22R,PARKE,,9/19/15 9:08,,9/19/15 9:15,,,9/19/15 9:08,9/19/15 11:08,,,,
United Airlines,ASQ4101,N11199,E45X,Departure,EWR,MEM,Gate_23,Gate_23,22R,22R,PARKE,,9/19/15 9:10,,9/19/15 9:00,9/19/15 8:59,9/19/15 9:02,9/19/15 9:10,9/19/15 11:26,,9/19/15 11:57,9/19/15 11:32,0:10:48
United Airlines,UAL1040,N66803,B739,Departure,EWR,AUA,Gate_94,Gate_94,22R,22R,ELVAE,,9/19/15 9:12,,9/19/15 8:59,9/19/15 8:59,9/19/15 9:02,9/19/15 9:12,9/19/15 13:45,,9/19/15 13:49,9/19/15 13:48,0:12:44
General Aviation,JBU2280,N198JB,E190,Departure,EWR,BOS,Gate_18,,22R,22R,MERIT,,9/19/15 9:13,,9/19/15 9:00,9/19/15 8:55,,9/19/15 9:13,9/19/15 9:59,,9/19/15 10:10,9/19/15 10:03,
United Airlines,UAL1428,N14704,B737,Departure,EWR,GUA,Gate_134,Gate_134,22R,22R,BIGGY,,9/19/15 9:15,,9/19/15 9:00,9/19/15 9:02,9/19/15 9:04,9/19/15 9:15,9/19/15 13:44,,9/19/15 14:10,9/19/15 13:53,0:12:56
General Aviation,,N415P,GV-SP (G550),Departure,,,,,22R,22R,,,9/19/15 9:16,,,,,9/19/15 9:16,,,,,
United Airlines,RPA3295,N721YX,E170,Departure,EWR,BNA,Gate_109,Gate_109,22R,22R,PARKE,,9/19/15 9:18,,9/19/15 9:10,9/19/15 9:05,9/19/15 9:09,9/19/15 9:18,9/19/15 11:00,,9/19/15 11:32,9/19/15 11:07,0:12:08
United Airlines,UAL1624,N26210,737-824,Departure,EWR,STI,Gate_127,Gate_127,22R,22R,ELVAE,,9/19/15 9:19,,9/19/15 9:01,9/19/15 9:04,9/19/15 9:06,9/19/15 9:19,9/19/15 13:02,,9/19/15 12:46,9/19/15 13:06,0:15:13
General Aviation,VRD161,N835VA,A320,Departure,EWR,LAX,Gate_32,Gate_35,22R,22R,PARKE,,9/19/15 9:20,,9/19/15 9:05,9/19/15 9:04,9/19/15 9:08,9/19/15 9:20,9/19/15 15:01,,9/19/15 15:00,,0:16:18
United Airlines,RPA3276,N725YX,E170,Departure,EWR,DTW,Gate_70,Gate_70,22R,22R,GAYEL,,9/19/15 9:22,,9/19/15 9:10,9/19/15 9:09,9/19/15 9:14,9/19/15 9:22,9/19/15 10:42,,9/19/15 11:09,9/19/15 10:50,0:12:30
United Airlines,UAL1508,N77431,B739,Departure,EWR,SJU,Gate_133,Gate_133,22R,22R,ELVAE,,9/19/15 9:23,,9/19/15 9:10,9/19/15 9:07,9/19/15 9:10,9/19/15 9:23,9/19/15 13:00,,9/19/15 13:10,9/19/15 13:05,0:16:30
United Airlines,UAL1740,N24211,B738,Departure,EWR,MCO,Gate_131,Gate_131,22R,22R,ELVAE,,9/19/15 9:28,,9/19/15 9:17,9/19/15 9:14,9/19/15 9:18,9/19/15 9:28,9/19/15 11:37,,9/19/15 12:05,9/19/15 11:47,0:14:22
United Airlines,RPA4905,N342NG,DH8D,Departure,EWR,DCA,Gate_72,Gate_72,22R,22R,BIGGY,,9/19/15 9:29,,9/19/15 9:14,9/19/15 9:16,9/19/15 9:23,9/19/15 9:29,9/19/15 10:13,,9/19/15 10:31,9/19/15 10:15,0:13:08
United Airlines,UAL922,N643UA,B763,Departure,EWR,LHR,Gate_125,Gate_125,22R,22R,MERIT,,9/19/15 9:31,,9/19/15 9:10,9/19/15 9:11,9/19/15 9:19,9/19/15 9:31,9/19/15 16:06,,9/19/15 16:20,9/19/15 16:12,0:20:09
United Airlines,UAL15,N66056,B764,Departure,EWR,HNL,Gate_90,Gate_90,22R,22R,GAYEL,,9/19/15 9:33,,9/19/15 9:15,9/19/15 9:19,9/19/15 9:24,9/19/15 9:33,9/19/15 19:30,,9/19/15 20:03,9/19/15 19:36,0:14:01
United Airlines,UAL1050,N75435,B739,Departure,EWR,CUN,Gate_81,Gate_81,22R,22R,BIGGY,,9/19/15 9:35,,9/19/15 9:25,9/19/15 9:22,9/19/15 9:27,9/19/15 9:35,9/19/15 12:56,,9/19/15 13:35,9/19/15 13:03,0:12:57
United Airlines,UAL1693,N75854,B753,Departure,EWR,LAX,Gate_110,Gate_110,22R,22R,NEWEL,,9/19/15 9:36,,9/19/15 9:05,9/19/15 9:25,9/19/15 9:29,9/19/15 9:36,9/19/15 14:46,,9/19/15 14:57,9/19/15 14:52,0:11:34
United Airlines,ASQ4495,N14179,E45X,Departure,EWR,SAV,Gate_24,Gate_24,22R,22R,ELVAE,,9/19/15 9:37,,9/19/15 9:20,9/19/15 9:20,9/19/15 9:25,9/19/15 9:37,9/19/15 11:47,,9/19/15 11:35,9/19/15 11:53,0:16:48
United Airlines,ASQ4714,N16976,E145,Departure,EWR,CLT,Gate_26A,Gate_26A,22R,22R,BIGGY,,9/19/15 9:40,,9/19/15 9:35,9/19/15 9:29,9/19/15 9:32,9/19/15 9:40,9/19/15 10:59,,9/19/15 11:37,9/19/15 11:06,0:10:56
General Aviation,FLG3792,N919XJ,CRJ9,Departure,EWR,DTW,Gate_47,Gate_42,22R,22R,GAYEL,,9/19/15 9:41,,9/19/15 9:29,9/19/15 9:22,,9/19/15 9:41,,,9/19/15 11:26,,0:18:25
United Airlines,ASQ4431,N12564,E145,Departure,EWR,YQB,Gate_26X,Gate_26X,22R,22R,GREKI,,9/19/15 9:42,,9/19/15 9:29,9/19/15 9:28,9/19/15 9:34,9/19/15 9:42,9/19/15 11:02,,9/19/15 11:06,9/19/15 11:09,0:14:14
United Airlines,UCA4791,N351PH,DHC-8-202,Departure,EWR,BWI,Gate_84,Gate_84,22R,22R,BIGGY,,9/19/15 9:43,,9/19/15 8:13,9/19/15 9:35,9/19/15 9:39,9/19/15 9:43,9/19/15 10:37,,9/19/15 9:33,9/19/15 10:49,0:07:46
United Airlines,TCF3561,N639PY,E170,Departure,EWR,NAS,Gate_23A,,22R,22R,ELVAE,,9/19/15 9:48,,9/19/15 9:37,9/19/15 9:36,,9/19/15 9:48,9/19/15 12:32,,9/19/15 12:55,9/19/15 12:40,
General Aviation,SWA2212,N201LV,B737,Departure,EWR,MDW,Gate_14,,22R,22R,NEWEL,,9/19/15 9:57,,9/19/15 9:50,9/19/15 9:45,,9/19/15 9:57,,,9/19/15 12:05,,
United Airlines,TCF3575,N634RW,E170,Departure,EWR,ORD,Gate_22,Gate_22,22R,22R,COATE,,9/19/15 10:00,,9/19/15 9:45,9/19/15 9:43,9/19/15 9:49,9/19/15 10:00,9/19/15 11:54,,9/19/15 12:20,9/19/15 12:01,0:16:27
United Airlines,UCA4821,N374PH,DH8B,Departure,EWR,ITH,Gate_87,Gate_87,22R,22R,HAAYS,,9/19/15 10:02,,9/19/15 8:38,9/19/15 9:58,9/19/15 10:00,9/19/15 10:02,9/19/15 10:43,,9/19/15 9:54,9/19/15 10:50,0:04:10
United Airlines,TCF3519,N643RW,E170,Departure,EWR,DFW,Gate_24A,Gate_24A,22R,22R,PARKE,,9/19/15 10:05,,9/19/15 9:25,9/19/15 9:55,9/19/15 9:58,9/19/15 10:05,9/19/15 13:16,,9/19/15 13:19,9/19/15 13:26,0:09:42
United Airlines,RPA3280,N723YX,E170,Departure,EWR,MSP,Gate_101,Gate_101,22R,22R,GAYEL,,9/19/15 10:06,,9/19/15 10:00,9/19/15 9:56,9/19/15 10:00,9/19/15 10:06,9/19/15 12:39,,9/19/15 13:00,9/19/15 12:48,0:09:16
United Airlines,ASQ3827,N11176,E45X,Departure,EWR,SDF,Gate_25,Gate_25,22R,22R,PARKE,,9/19/15 10:07,,9/19/15 10:00,9/19/15 9:59,9/19/15 10:02,9/19/15 10:07,9/19/15 11:55,,9/19/15 12:16,9/19/15 12:06,0:08:10
United Airlines,ASQ3950,N15985,E145,Departure,EWR,DAY,Gate_27A,Gate_27A,22R,22R,ZIMMZ,,9/19/15 10:25,,9/19/15 10:11,9/19/15 10:17,9/19/15 10:19,9/19/15 10:25,9/19/15 11:44,,9/19/15 12:09,9/19/15 11:48,0:08:55
United Airlines,RPA3285,N722YX,E170,Departure,EWR,PIT,Gate_103,Gate_103,22R,22R,ZIMMZ,,9/19/15 10:27,,9/19/15 10:25,9/19/15 10:18,9/19/15 10:21,9/19/15 10:27,9/19/15 11:21,,9/19/15 11:51,9/19/15 11:27,0:09:37
United Airlines,UAL1470,N47414,B739,Departure,EWR,SDQ,Gate_86,Gate_86,22R,22R,ELVAE,,9/19/15 10:31,,9/19/15 9:10,9/19/15 10:17,9/19/15 10:24,9/19/15 10:31,9/19/15 13:55,,9/19/15 13:00,9/19/15 14:01,0:13:28
United Airlines,UAL1930,N68811,B739,Departure,EWR,LAS,Gate_108,Gate_108,22R,22R,COATE,,9/19/15 10:33,,9/19/15 10:27,9/19/15 10:24,9/19/15 10:28,9/19/15 10:33,9/19/15 15:40,,9/19/15 15:59,9/19/15 15:46,0:09:19
United Airlines,UAL1642,N77430,B739,Departure,EWR,FLL,Gate_75,Gate_75,22R,22R,ELVAE,,9/19/15 10:34,,9/19/15 10:25,9/19/15 10:25,9/19/15 10:29,9/19/15 10:34,9/19/15 13:03,,9/19/15 13:31,9/19/15 13:10,0:09:09
United Airlines,UAL591,N431UA,A320,Departure,EWR,IAH,Gate_113,Gate_113,22R,22R,LANNA,,9/19/15 10:42,,9/19/15 10:28,9/19/15 10:32,9/19/15 10:37,9/19/15 10:42,9/19/15 13:43,,9/19/15 14:06,9/19/15 13:57,0:10:17
General Aviation,UCA599,N362PH,DH8B,Departure,EWR,ALB,,,22R,22R,BREZY,,9/19/15 10:43,,9/19/15 10:35,,,9/19/15 10:43,,,,,
General Aviation,VRD187,N621VA,A320,Departure,EWR,SFO,Gate_32,Gate_32,22R,22R,COATE,,9/19/15 10:46,,9/19/15 10:30,9/19/15 10:35,9/19/15 10:39,9/19/15 10:46,9/19/15 16:28,,9/19/15 16:40,,0:10:14
General Aviation,SKV7473,C-FEKH,E170,Departure,EWR,YYZ,Gate_12,Gate_12,22R,22R,GAYEL,,9/19/15 10:47,,9/19/15 10:20,9/19/15 10:36,9/19/15 10:41,9/19/15 10:47,9/19/15 11:47,,9/19/15 11:53,9/19/15 11:52,0:11:44
General Aviation,AAL1849,N808AW,A319,Departure,EWR,CLT,,,22R,22R,BIGGY,,9/19/15 10:49,,9/19/15 10:30,,,9/19/15 10:49,9/19/15 12:12,,,,
United Airlines,UCA4854,N876CA,DH8C,Departure,EWR,IAD,Gate_85,Gate_85,22R,22R,ELIOT,,9/19/15 10:50,,9/19/15 10:22,9/19/15 10:42,9/19/15 10:45,9/19/15 10:50,9/19/15 11:44,,9/19/15 11:50,9/19/15 11:50,0:07:39
United Airlines,UAL1506,N69847,B739,Departure,EWR,MIA,Gate_126,Gate_126,22R,22R,ELVAE,,9/19/15 10:52,,9/19/15 10:44,9/19/15 10:42,9/19/15 10:43,9/19/15 10:52,9/19/15 13:32,,9/19/15 13:51,9/19/15 13:39,0:09:50
United Airlines,UAL1120,N69839,B739,Departure,EWR,SFO,Gate_136,Gate_136,22R,22R,COATE,,9/19/15 11:00,,9/19/15 10:51,9/19/15 10:50,9/19/15 10:51,9/19/15 11:00,9/19/15 16:38,,9/19/15 17:14,9/19/15 16:46,0:09:37
United Airlines,ASQ4383,N11140,E45X,Departure,EWR,YHZ,Gate_21,Gate_21,22R,22R,GREKI,,9/19/15 11:01,,9/19/15 10:47,9/19/15 10:54,9/19/15 10:55,9/19/15 11:01,9/19/15 12:50,,9/19/15 12:45,9/19/15 12:58,0:07:05
General Aviation,SNC0000,N750CK,650,Departure,,,,,22R,22R,,,9/19/15 11:02,,,,,9/19/15 11:02,,,,,
General Aviation,RPA4274,N439YX,E170,Departure,EWR,ORD,,,22R,22R,COATE,,9/19/15 11:05,,9/19/15 10:55,,,9/19/15 11:05,9/19/15 12:53,,,,
United Airlines,UAL1669,N38268,B738,Departure,EWR,DEN,Gate_71,Gate_71,22R,22R,NEWEL,,9/19/15 11:07,,9/19/15 10:59,9/19/15 10:55,9/19/15 11:02,9/19/15 11:07,9/19/15 14:49,,9/19/15 15:12,9/19/15 14:55,0:12:04
United Airlines,UAL79,N69020,B772,Departure,EWR,NRT,Gate_123,Gate_123,22R,22R,GAYEL,,9/19/15 11:09,,9/19/15 10:55,9/19/15 10:53,9/19/15 11:00,9/19/15 11:09,9/20/15 0:28,,9/20/15 0:55,9/20/15 0:39,0:16:01
United Airlines,ASQ4368,N14923,E145,Departure,EWR,MKE,Gate_23,Gate_23,22R,22R,COATE,,9/19/15 11:10,,9/19/15 10:55,9/19/15 10:56,9/19/15 11:00,9/19/15 11:10,9/19/15 12:59,,9/19/15 13:15,9/19/15 13:03,0:13:54
United Airlines,UAL1449,N73299,B738,Departure,EWR,MBJ,Gate_112,Gate_112,22R,22R,ELVAE,,9/19/15 11:13,,9/19/15 11:00,9/19/15 11:01,9/19/15 11:05,9/19/15 11:13,9/19/15 14:32,,9/19/15 15:00,9/19/15 14:39,0:11:17
General Aviation,,XA-FLC,,Departure,,,,Gate_WestPark_8,22R,22R,,,9/19/15 11:14,,,9/19/15 11:09,9/19/15 11:10,9/19/15 11:14,,,,,0:05:34
General Aviation,JBU2380,N337JB,E190,Departure,EWR,BOS,Gate_16,Gate_16,22R,22R,MERIT,,9/19/15 11:17,,9/19/15 11:06,9/19/15 11:06,9/19/15 11:10,9/19/15 11:17,9/19/15 12:07,,9/19/15 12:09,9/19/15 12:16,0:11:16
General Aviation,POE126,C-GLQM,DH8D,Departure,EWR,YTZ,Gate_51,,22R,22R,COATE,International,9/19/15 11:19,9/19/15,9/19/15 11:05,9/19/15 11:05,,9/19/15 11:19,9/19/15 12:28,,9/19/15 12:35,9/19/15 12:35,
United Airlines,ASQ4255,N13903,E145,Departure,EWR,CHS,Gate_27A,Gate_27A,22R,22R,ELVAE,,9/19/15 11:23,,9/19/15 11:18,9/19/15 11:17,9/19/15 11:17,9/19/15 11:23,9/19/15 12:52,,9/19/15 13:16,9/19/15 12:58,0:06:41
United Airlines,ASQ3259,N13538,EMB-145LR,Departure,EWR,ORD,Gate_26A,Gate_26A,22R,22R,COATE,,9/19/15 11:26,,9/19/15 6:55,9/19/15 11:18,9/19/15 11:21,9/19/15 11:26,9/19/15 13:20,,9/19/15 9:22,9/19/15 13:27,0:08:50
General Aviation,FLG3924,N272PQ,CRJ9,Departure,EWR,MSP,Gate_46B,Gate_46B,22R,22R,GAYEL,,9/19/15 11:30,,9/19/15 11:25,9/19/15 11:22,9/19/15 11:25,9/19/15 11:30,9/19/15 13:55,,9/19/15 14:18,,0:08:37
General Aviation,AAL1078,N902NN,B738,Departure,EWR,DFW,Gate_34,Gate_34,22R,22R,PARKE,,9/19/15 11:31,,9/19/15 11:20,9/19/15 11:21,9/19/15 11:25,9/19/15 11:31,9/19/15 14:41,,9/19/15 15:13,,0:10:27
United Airlines,UAL86,N78017,B772,Departure,EWR,PVG,Gate_138,Gate_138,22R,22R,GREKI,,9/19/15 11:33,,9/19/15 10:45,9/19/15 11:05,9/19/15 11:12,9/19/15 11:33,9/20/15 1:25,,9/20/15 1:40,9/20/15 1:44,0:27:48
General Aviation,PDT4776,N936HA,DH8A,Departure,EWR,PHL,Gate_39,Gate_39,22R,22R,SBJ,,9/19/15 11:35,,9/19/15 11:30,9/19/15 11:28,9/19/15 11:29,9/19/15 11:35,9/19/15 12:01,,9/19/15 12:24,9/19/15 12:05,0:06:53
United Airlines,TCF3917,N863RW,E170,Departure,EWR,ORD,Gate_111,Gate_111,22R,22R,COATE,,9/19/15 11:39,,9/19/15 11:30,9/19/15 11:30,,9/19/15 11:39,9/19/15 13:27,,9/19/15 14:01,9/19/15 13:49,0:08:42
United Airlines,RPA4886,N345NG,DH8D,Departure,EWR,BOS,Gate_105,Gate_105,22R,22R,MERIT,,9/19/15 11:40,,9/19/15 11:30,9/19/15 11:34,9/19/15 11:34,9/19/15 11:40,9/19/15 12:30,,9/19/15 12:44,9/19/15 12:33,0:06:07
United Airlines,ASQ4628,N14180,E45X,Departure,EWR,STL,Gate_24,Gate_24,22R,22R,PARKE,,9/19/15 11:41,,9/19/15 11:30,9/19/15 11:31,9/19/15 11:34,9/19/15 11:41,9/19/15 13:52,,9/19/15 14:09,9/19/15 14:00,0:10:02
United Airlines,RPA4885,N328NG,DH8D,Departure,EWR,ORF,Gate_107,Gate_107,22R,22R,ELVAE,,9/19/15 11:44,,9/19/15 10:21,9/19/15 11:36,9/19/15 11:40,9/19/15 11:44,9/19/15 12:39,,9/19/15 11:50,9/19/15 12:46,0:07:46
United Airlines,ASQ4094,N12921,E145,Departure,EWR,CLT,Gate_26X,Gate_26X,22R,22R,BIGGY,,9/19/15 11:46,,9/19/15 11:30,9/19/15 11:35,9/19/15 11:40,9/19/15 11:46,9/19/15 13:15,,9/19/15 13:23,9/19/15 13:23,0:10:51
United Airlines,ASQ3822,N14902,E145,Departure,EWR,SAV,Gate_22,Gate_22,22R,22R,ELVAE,,9/19/15 11:51,,9/19/15 11:45,9/19/15 11:42,9/19/15 11:45,9/19/15 11:51,9/19/15 13:32,,9/19/15 14:00,9/19/15 13:38,0:08:52
General Aviation,DAL1920,N968DL,MD88,Departure,EWR,ATL,*46,,22R,22R,LANNA,Domestic,9/19/15 11:55,9/19/15,9/19/15 11:45,9/19/15 11:45,,9/19/15 11:55,9/19/15 13:38,,9/19/15 14:07,,
United Airlines,UAL1264,N73291,B738,Departure,EWR,LAX,Gate_92,Gate_92,22R,22R,COATE,,9/19/15 11:57,,9/19/15 11:51,9/19/15 11:47,9/19/15 11:52,9/19/15 11:57,9/19/15 17:29,,9/19/15 17:53,9/19/15 17:37,0:09:40
General Aviation,JBU1289,N706JB,A320,Departure,EWR,SJU,Gate_17,Gate_17,22R,22R,ELVAE,,9/19/15 11:59,,9/19/15 11:11,9/19/15 11:46,9/19/15 11:52,9/19/15 11:59,9/19/15 15:28,,9/19/15 15:03,,0:13:24
United Airlines,ASQ4445,N33182,E45X,Departure,EWR,IND,Gate_27,Gate_27,22R,22R,ZIMMZ,,9/19/15 12:01,,9/19/15 11:20,9/19/15 11:50,9/19/15 11:52,9/19/15 12:01,9/19/15 13:45,,9/19/15 13:29,9/19/15 13:51,0:10:45
General Aviation,POE128,C-GKQC,DH8D,Departure,EWR,YTZ,Gate_51,,22R,22R,COATE,International,9/19/15 12:06,9/19/15,9/19/15 12:05,9/19/15 12:05,,9/19/15 12:06,9/19/15 13:15,,9/19/15 13:35,9/19/15 13:19,
United Airlines,UCA4779,N358PH,DHC-8-202,Departure,EWR,AVP,Gate_114,Gate_114,22R,22R,COATE,,9/19/15 12:07,,9/19/15 12:05,9/19/15 12:02,9/19/15 12:02,9/19/15 12:07,9/19/15 12:30,,9/19/15 13:03,9/19/15 12:45,0:05:44
United Airlines,ASQ4567,N11191,E45X,Departure,EWR,MCI,Gate_28,Gate_28,22R,22R,ZIMMZ,,9/19/15 12:09,,9/19/15 11:55,9/19/15 11:59,9/19/15 11:59,9/19/15 12:09,9/19/15 14:59,,9/19/15 15:02,9/19/15 15:08,0:10:19
United Airlines,UAL1131,N14102,B752,Departure,EWR,MCO,Gate_81,Gate_81,22R,22R,ELVAE,,9/19/15 12:10,,9/19/15 11:40,9/19/15 11:44,9/19/15 11:49,9/19/15 12:10,9/19/15 14:18,,9/19/15 14:28,9/19/15 14:26,0:26:26
